"handle","name","content","replies","retweets","favorite","unix_timestamp","date","url","search_url","hashtags"
"@RedGeneracion","Red Generación","el5antuario: Destaca #YoSoy132 a activistas de Atenco http://t.co/iSzN2ziN","0","4","0","1342310344000","14 Jul 2012","RedGeneracion/status/224291955801206784","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@trailer88","ANTONIO RAMOS DIAZ","La Jornada: El costo de un fraude electoral http://t.co/pK31FLQL vía @sharethis #NoEsDeDios #Sabado #AntiEPN #YoSoy132 @elvalerioloco","0","0","0","1342300798000","14 Jul 2012","trailer88/status/224251918355136512","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","NoEsDeDios | Sabado | AntiEPN | YoSoy132"
"@fjespriella","Feliciano Espriella","@oliversne No, lo que se escuché es que hoy hay una asamblea nacional en el DF de #yosoy132 para definir estrategias futuras del movimiento","1","0","0","1342295585000","14 Jul 2012","fjespriella/status/224230055537156097","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","yosoy132"
"@gerardoavina","Jerry","@chaac_tlaloc este pronostico parece encuesta #mitofsky donde casi todos quisieran que #fabio se acerque pero en realidad se va. #yosoy132","0","0","0","1342296463000","14 Jul 2012","gerardoavina/status/224233734805798913","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","mitofsky | fabio | yosoy132"
"@Shinsengumi_Gp","Shinsengumi","Violan a 7 mujeres en Edomex #YoSoy132 #yosoy99 #YoSoy132Media #2daMegamarchaAntiEPN #MexicoExigeDemocracia http://t.co/OgzxJoQw","0","1","0","1342305414000","14 Jul 2012","Shinsengumi_Gp/status/224271280302596096","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132 | yosoy99 | YoSoy132Media | 2daMegamarchaAntiEPN | MexicoExigeDemocracia"
"@AlxFreire","Alejandro Freire","Hoy no se iban a volver a manifestar los de #yosoy132","0","0","0","1342294355000","14 Jul 2012","AlxFreire/status/224224896786497538","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","yosoy132"
"@tlatoani_","ElEstu","""@CNNMex: BLOG: #YoSoy132 se reúne con más de 60 organizaciones en San Salvador Atenco http://t.co/mI1EoG9e""","0","0","0","1342303075000","14 Jul 2012","tlatoani_/status/224261471272583169","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@tazy","Tía Tazy","Chale, creo que la primer asamblea #yosoy132 que se va a ir al demonio es la de Aguascalientes.","0","0","0","1342294045000","14 Jul 2012","tazy/status/224223595872788480","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","yosoy132"
"@nosotros132","ciento treinta y dos","#YoSoy132 #primaveramexicana #revolucion132 #AFPN #antiEPN marcha 14 de julio http://t.co/Fe1d9xwt","0","1","0","1342301094000","14 Jul 2012","nosotros132/status/224253159613284353","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132 | primaveramexicana | revolucion132 | AFPN | antiEPN"
"@marcelapra","Marcela Pra","Ahora le dicen ""Marcha vs la imposición"" jaja estos chavos de #YoSoy132 se avientan cada puntada. EPN es ""imposición"", lo demás si es valido","0","0","0","1342301793000","14 Jul 2012","marcelapra/status/224256092299988994","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@YortchMX","Yortch","San Salvador Atenco, Méx. Integrantes del movimiento #YoSoy132 comenzaron la Convención Nacional contra la Imposición http://t.co/aWF4Esq3","0","0","0","1342307042000","14 Jul 2012","YortchMX/status/224278104942710784","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@angelkns","Angel HR","@anonopshispano este video es de san jose ca. #ANTIPEÑA #YOSOY132 @el5anto @AnonymousMexi @N8mare_23 http://t.co/8jCPiAXk","0","0","0","1342294463000","14 Jul 2012","angelkns/status/224225348869554176","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","ANTIPEÑA | YOSOY132"
"@ZavaLeti_Moro","ZavaLeti","los hijos de hitler no pueden gobernar este gran pais,FUERA PEÑA, #yosoy132 #MegaMarcha #radioamlo #vivirviviendoamlo #yoconamlo #amlo","0","0","0","1342298204000","14 Jul 2012","ZavaLeti_Moro/status/224241040486449152","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","yosoy132 | MegaMarcha | radioamlo | vivirviviendoamlo | yoconamlo | amlo"
"@saramedinam","Sara Medina","RT “@YoSoy132Media: El Dipuhooligan amenaza a los del #YoSoy132: “Si quieren madriza, madriza van a tener"" http://t.co/D2oaaNdg” // :O :S","0","0","0","1342301780000","14 Jul 2012","saramedinam/status/224256037845344256","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@fufalopolus","Arnulfo","La Jornada en Internet: Se reúne #YoSoy132 en Atenco contra la imposición http://t.co/t7SVikxZ via @sharethis @mexenex @MelissaLaLinea","0","2","0","1342294598000","14 Jul 2012","fufalopolus/status/224225913989120000","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@YOKANDROLL","33-12 Tenemos un 33-12!","#Yosoy132 convoca a reunirse de “inmediato” en Asambleas y organizaciones “para discutir qué hacer ante la imposición y cómo hacerlo”.","2","6","0","1342307281000","14 Jul 2012","YOKANDROLL/status/224279111063977984","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","Yosoy132"
"@gbalp","GBB","Es ahora o nunca!! Ni un paso atras#Megamarcha Mundial (22 ciudades) TIENES QUE VERLO!! #Yosoy132 @pacocjc http://t.co/OckHJfTq vía @youtube","0","0","0","1342296418000","14 Jul 2012","gbalp/status/224233548155068417","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","Yosoy132"
"@Ybarronorte","Carlos Esteban","que se canceló la marcha #yosoy132 ??? #Acapulco #NoPuedeSer y Luego? por que sería? No hay interés?","3","1","2","1342308718000","14 Jul 2012","Ybarronorte/status/224285136064217089","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","yosoy132 | Acapulco | NoPuedeSer"
"@alex_lion22","Grinderella","Puras Mamadas con esos #YoSoy132","0","0","0","1342293216000","14 Jul 2012","alex_lion22/status/224220119113539586","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@arayamas","Rafael Araya Masry","Se reúne #YoSoy132 en Atenco contra la imposición http://t.co/0hw4JLmm","0","3","0","1342294522000","14 Jul 2012","arayamas/status/224225594047610880","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@rommiefdz","Romina Fdz. S. R.","Si la queremos armar en grande, podemos movilizar a los borreguitos del #YoSoy132 y nuestros aliados de siempre, Atenco, SME y los demás.","0","1","0","1342296042000","14 Jul 2012","rommiefdz/status/224231970845114368","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@YoSoy132Media","YoSoy132Media","Se está llevando a cabo la Convención Nacional en Atenco y la segunda Mega Marcha contra la imposición #YoSoy132","8","96","10","1342304718000","14 Jul 2012","YoSoy132Media/status/224268361939431424","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@hiocariz","Hernán Tr15campeón 🏆🏆🏆","Pueblo mexicano, desde el otro extremo d América Latina #YoSoy132 y apoyo su lucha contra la dictadura del PRI y la violencia q trajo el PAN","0","0","0","1342306730000","14 Jul 2012","hiocariz/status/224276800895844353","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@chisco11","Fco Javier","#Megamarcha Mundial (22 ciudades) TIENES QUE VERLO!! #Yosoy132 @pacocjc: http://t.co/6tIFFRRn vía @youtube","0","0","0","1342310069000","14 Jul 2012","chisco11/status/224290802984161281","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","Megamarcha | Yosoy132"
"@bejaranoraul","Raúl Bejarano","Destaca #YoSoy132 a activistas de Atenco http://t.co/iEYXlwOV","0","0","0","1342295087000","14 Jul 2012","bejaranoraul/status/224227964252983296","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@ResistenciasPDC","Resistencias PDC","#YoSoy132, activistas y ciudadanos de #PlayadelCarmen confirman participación en #MegaMarcha vs Imposición 5PM Parque Colosio @DespiertaPDC","0","8","0","1342300592000","14 Jul 2012","ResistenciasPDC/status/224251056723460096","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132 | PlayadelCarmen | MegaMarcha"
"@NashBaptiste","BeNashffleck","#YoSoy132 pero de cintura.","0","1","1","1342300398000","14 Jul 2012","NashBaptiste/status/224250239907938305","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@Jerrydendeavour","Jerry De","@ReporteroMonroy se rechaza toda agresión a cualquier persona, el movimiento debe tener actitud pacifista, #yosoy132 #Cuernavaca #Morelos","0","1","0","1342304390000","14 Jul 2012","Jerrydendeavour/status/224266986157375488","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","yosoy132 | Cuernavaca | Morelos"
"@Ari_Contreras","Ariadna Contreras","Xq en lugar de q #Yosoy132 esté planeando nuevas marchas no hace programas estructurados y plasman sus ideas del como y el q debe cambiar?","0","0","0","1342299470000","14 Jul 2012","Ari_Contreras/status/224246347191169025","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","Yosoy132"
"@XaviWX","Xavi WX","Se reorganiza #YoSoy132 en Atenco http://t.co/RkPKkqWH #coahuila #mexico #saltillo #monclova #torreon #nuevarosita #df","0","0","0","1342300157000","14 Jul 2012","XaviWX/status/224249231014244354","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132 | coahuila | mexico | saltillo | monclova | torreon | nuevarosita | df"
"@emeequis","Emeequis","El Dipuhooligan amenaza a los del #YoSoy132: “Si quieren madriza, madriza van a tener” http://t.co/zAS1VhWT @Dipuhooligan","4","33","5","1342294804000","14 Jul 2012","emeequis/status/224226776447057920","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@ElCentinelaBCS","El Centinela BCS","Destaca #YoSoy132 a activistas de Atenco: #YoSoy132 reconoce a activistas mexiquenses de San Salvador Atenco, qu... http://t.co/5JOxLbM7","0","0","0","1342296304000","14 Jul 2012","ElCentinelaBCS/status/224233067559124993","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132 | YoSoy132"
"@YoyaVoyA","Gloria Sánchez-Keeth","La Jornada en linea: Se reúne #YoSoy132 en Atenco contra la imposición - http://t.co/J4HFTfIm a través de http://t.co/Vsczom2z","0","0","0","1342297163000","14 Jul 2012","YoyaVoyA/status/224236671732940800","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@anamendezcortes","Ana Cecilia Méndez","Integrantes del #Yosoy132 entregan volantes en caseta de peaje http://t.co/t38zp8RK","0","1","0","1342309870000","14 Jul 2012","anamendezcortes/status/224289968560930816","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","Yosoy132"
"@chalalu","adrián","Se reúnen #FPDT #SME #CNTE y #YoSoy132 en Atenco contra la imposición http://t.co/gC4epUGR","0","5","1","1342301906000","14 Jul 2012","chalalu/status/224256564163395584","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","FPDT | SME | CNTE | YoSoy132"
"@SBrook_","Serge BrooK","Organizaciones y #YoSoy132 analizan en Atenco plan de acción contra Peña Nieto http://t.co/f2OEcvsE Magna $10.36 #FuerzaChano","1","3","0","1342297004000","14 Jul 2012","SBrook_/status/224236004742139904","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132 | FuerzaChano"
"@Lian_Chuz","Yisus","@MusicosYoSoy132 Domingo 15 Jul 14:00 hrs. León Gto. Se une a la #MegaMarcha RT please #MéxicoExigeDemocracia #YoSoy132","0","0","0","1342297947000","14 Jul 2012","Lian_Chuz/status/224239960692228096","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","MegaMarcha | MéxicoExigeDemocracia | YoSoy132"
"@Anonymous10712","Anonymous","No mas corrupción en México, #AFPN #EPNNoSeraMiPresidente #NoalPRI #YoSoy132","0","0","0","1342308273000","14 Jul 2012","Anonymous10712/status/224283272522383361","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","AFPN | EPNNoSeraMiPresidente | NoalPRI | YoSoy132"
"@julionx","Julio Haros","Tremenda la manifestación de #yosoy132 en soriana de Av. Niños héroes y Enrique Díaz de León muy bien chico http://t.co/FuyEEo9B","0","0","0","1342306127000","14 Jul 2012","julionx/status/224274267292958720","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","yosoy132"
"@apdnoticias","APD Noticias","Piden los #yosoy132 no comprar en Soriana. En este momento están en sus puertas. #cuernavaca http://t.co/V8Fn7pXM","4","100","5","1342300770000","14 Jul 2012","apdnoticias/status/224251798263840768","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","yosoy132 | cuernavaca"
"@lachochichimeca","Quinto Horacio Flaco","La Jornada en Internet: Se reúne #YoSoy132 en Atenco contra la imposición http://t.co/GyF5afqG","0","0","0","1342309496000","14 Jul 2012","lachochichimeca/status/224288399186608128","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@caritzer","Caritzer • Itzrú •","¿Te lo Perdiste? Voceros del #YoSoy132 ITAM en programa Shalalá de Azteca 13 http://t.co/mPdPWkwo ... Muy Recomendable RT","0","0","0","1342301017000","14 Jul 2012","caritzer/status/224252835322269696","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@poncho_benitez","Alfonso Benitez","Aplaudan apaludan no dejen de apaludir que el pinche de nieto se tiene que salir #oaxaca #yosoy132 http://t.co/HCRKGSr5","1","0","0","1342304059000","14 Jul 2012","poncho_benitez/status/224265598203473920","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","oaxaca | yosoy132"
"@DIDAPUBLICA","DidaPublica","@Taibo2 #yosoy132 ASAMBLEA en #Atenco http://t.co/pDprVwE2","0","0","0","1342299111000","14 Jul 2012","DIDAPUBLICA/status/224244844153946112","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","yosoy132 | Atenco"
"@raulcronos","Raúl A. López Mtz","@YoSoy132Media #YoSoy132 Cuernavaca protestan en contra de la imposición de Enrique Peña Nieto http://t.co/02rekbh6","0","0","0","1342306842000","14 Jul 2012","raulcronos/status/224277268858540033","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@HJavierVillarH","H.Javier VillarrealH","#tamaulipas #mty @giorgioXXL:Dedicado a los tres gatos que todavía creen en el peje http://t.co/Pf2rVjQP #YoSoy132 #DelaFuenteTraicionaaAMLO","0","0","0","1342306086000","14 Jul 2012","HJavierVillarH/status/224274098262511617","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","tamaulipas | mty | YoSoy132 | DelaFuenteTraicionaaAMLO"
"@ExpedienteN","Expediente Noticias","#YoSoy132 se manifiesta en Puebla contra Soriana y EPN http://t.co/KoFv6sgv","0","1","0","1342308877000","14 Jul 2012","ExpedienteN/status/224285803466076162","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@chamako007","ignacio bm","Foto de la Mega Marcha por la democracia en el Zócalo de la Ciudad de México http://t.co/0c8br0H0 vía #MegaMarcha #yosoy132","0","0","0","1342306145000","14 Jul 2012","chamako007/status/224274347207032832","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","MegaMarcha | yosoy132"
"@laugingalls","Laura Ingalls","Pues nada, aqui con mis hermanos del #yosoy132 jajaja xD @ Corredor Peatonal Madero http://t.co/T1mYMgA1","0","0","0","1342305686000","14 Jul 2012","laugingalls/status/224272422558375937","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","yosoy132"
"@entrepalabras","entrepalabrasMX","En Medios: Informará CFC a #YoSoy132 sobre licitación de TV abierta","0","0","0","1342295136000","14 Jul 2012","entrepalabras/status/224228170390450177","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@blogdelpueblox","Blog del pueblo- chairo","Mexicano inmigrante apoya a #YoSoy132 http://t.co/G2hmBp6A vía @","0","0","0","1342293828000","14 Jul 2012","blogdelpueblox/status/224222686283431936","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@MONSA68","MONIR SALUM","@LuisFerdelCas @LopezObrador_ @EPN #yosoy132 ya son patadas de ahogado, no te preocupes","0","0","0","1342303833000","14 Jul 2012","MONSA68/status/224264648122306560","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","yosoy132"
"@OmarVisuett","Omar Visuett","http://t.co/KCFfjDp2 Este reportaje de Proceso, señala la importancia REAL de #YoSoy132","0","0","0","1342309910000","14 Jul 2012","OmarVisuett/status/224290139067781121","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@alexmelon","Alejandro Meléndez","He publicado 50 fotos en Facebook en el álbum ""MARCHA ANTI PEÑA NIETO Y CONVENCIÓN EN ATENCO #YOSOY132"". http://t.co/1pBzwZRT","0","6","2","1342309557000","14 Jul 2012","alexmelon/status/224288656775589889","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YOSOY132"
"@InfoNogales","Crónica Nogales","Ni la pertinaz lluvia los detiene. Saliendo a documentar el mitín frente al IFE convocan: #YoSoy132 Frente Fronterizo #Nogales.","0","0","0","1342295637000","14 Jul 2012","InfoNogales/status/224230272911163392","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132 | Nogales"
"@EdgarUlloa","Edgar Ulloa","#EPN quien indignamente llega, indignamente se va #soyprole #fraude #yosoy132","0","0","0","1342308813000","14 Jul 2012","EdgarUlloa/status/224285536821587970","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","EPN | soyprole | fraude | yosoy132"
"@CriptogramaMx","criptograma mx","Difunde #YoSoy132 Manual de Derechos Humanos http://t.co/Ia12VuNq Magna $10.36 #FuerzaChano #TeamQuieroDesmadreAhora 14julio Plazas Púbicas","0","4","0","1342295019000","14 Jul 2012","CriptogramaMx/status/224227681871470592","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132 | FuerzaChano | TeamQuieroDesmadreAhora"
"@reporterosenmov","ReporterosnMovimient","250 ORGANIZACIONES, #YOSOY132 Y FPDT, DISCUTEN EN ATENCO PLAN ANTIPEÑA : Reporteros en Movimiento http://t.co/LaKx2J31","0","0","0","1342296579000","14 Jul 2012","reporterosenmov/status/224234224528539648","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YOSOY132"
"@ZonaFrancaMX","Zona Franca Noticias","""El pueblo votó y Peña no ganó"", consigna de miles contra Peña Nieto en el DF http://t.co/TL6zbAx4 #YoSoy132 #YoSoy132León #MarchaAntiEPN","0","1","0","1342302847000","14 Jul 2012","ZonaFrancaMX/status/224260512408551424","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132 | YoSoy132León | MarchaAntiEPN"
"@agustingc2012","Agustin Guerrero","Mi madre en el Zocalo. También es #YoSoy132. Y claro apoya con todo a #AMLO Vale http://t.co/eDvRGDjr","0","1","1","1342306449000","14 Jul 2012","agustingc2012/status/224275618165047296","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132 | AMLO"
"@UnaAndreaMas","MoneyInYourPalmDontMakeYouReal","O sea que ya con mi cartelito de #yosoy132 puedo agredir a periodistas, golpear coches, golpear a los del #IFE y no me hacen nada? Qué bien!","0","0","0","1342304364000","14 Jul 2012","UnaAndreaMas/status/224266875608109056","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","yosoy132 | IFE"
"@xeunoticias","xeu noticias","Marcha de #yosoy132 avanza sobre el Bulevar Ávila Camacho hacia el Zócalo http://t.co/qaZSc8qn #Veracruz","1","7","0","1342309140000","14 Jul 2012","xeunoticias/status/224286909306900480","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","yosoy132 | Veracruz"
"@NotiQuintanaRoo","Noti Quintana Roo","#Nacionales Exige #YoSoy132 justicia para comuneros de Cherán http://t.co/z1JVanG4","0","0","0","1342300512000","14 Jul 2012","NotiQuintanaRoo/status/224250717895008256","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","Nacionales | YoSoy132"
"@asorianoo","Antonio S.O.","La tercera cadena http://t.co/T11DYPYZ via @readability para que lo lean los de #YoSoy132","0","0","0","1342294828000","14 Jul 2012","asorianoo/status/224226878192500737","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@rober_emmanuel","Emmanuel Aguilar","20, 21 y 22 Festival Cultural Re-evolucion, ardamos juntos contra la imposicion #AcampadaRevolucion #YoSoy132 ^^","0","1","0","1342300547000","14 Jul 2012","rober_emmanuel/status/224250866327228416","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","AcampadaRevolucion | YoSoy132"
"@Janitziogg","Janitzio","“Se manifiestan vecinos de Tlalpan y del movimiento #YoSoy132 contra Soriana, ¡Pero adentro de la tienda! http://t.co/skVD4b0s”","1","1","0","1342307117000","14 Jul 2012","Janitziogg/status/224278424125054976","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
