"handle","name","content","replies","retweets","favorite","unix_timestamp","date","url","search_url","hashtags"
"@charlie_eventos","Charlie","México: más de 800 personas en la ""Convención Nacional contra la Imposición"": Integrantes del grupo #YoSoy132 y otras organizaciones ...","0","0","0","1342293168000","14 Jul 2012","charlie_eventos/status/224219915538792448","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@kikesma","Enrique Duarte","EN VIVO @nickops Avanza #MegaMarcha desde El Angel. http://t.co/ZHT9x5CA ""14julio Plazas Púbicas"" #AMLO #YoSoy132","1","11","0","1342299418000","14 Jul 2012","kikesma/status/224246130286923776","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","MegaMarcha | AMLO | YoSoy132"
"@GYGYANNN","GYGY","Dicen los de #YoSoy132 q ya no compran en Soriana!! Lo curioso es q la mayoría no aporta ni 1 solo peso a su casa :O","0","1","0","1342295770000","14 Jul 2012","GYGYANNN/status/224230828245397504","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@mynameisPonny","Ponny (Victor Mayorga)","Macheteros, Delicuentes del SME y #YoSoy132 reunidos contra la imposición. Puros praganas y parasitos.","2","0","0","1342300298000","14 Jul 2012","mynameisPonny/status/224249820712407041","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@Michelle_Rosas","Michelle Rosas","el movimiento #YoSoy132 se aproxima a las instalaciones de #MilenioRadio.","1","0","0","1342304296000","14 Jul 2012","Michelle_Rosas/status/224266589233623040","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132 | MilenioRadio"
"@Charly_Makeupp","Charly Makeupp","#YoSoy132 Zócalo (Yo no soy 132) http://t.co/IQDZYjZx","0","0","0","1342309003000","14 Jul 2012","Charly_Makeupp/status/224286333907124224","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@palomeque83","Paloma Sánchez","#YoSoy132 creo que no soy 132, pero me encantó! http://t.co/LqsWsShy","0","0","0","1342305518000","14 Jul 2012","palomeque83/status/224271713066684416","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@ArtistasAliados","Artistas Aliados 132","Una aportación de #ArtistasAliados “Video informativo para la organización de asambleas del #YoSoy132”. http://t.co/AS82SLJa","0","7","1","1342309805000","14 Jul 2012","ArtistasAliados/status/224289697608900608","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","ArtistasAliados | YoSoy132"
"@Coatlicue_aj","Coatlicue","#Megamarcha Mundial (22 ciudades) TIENES QUE VERLO!! #Yosoy132 @pacocjc: http://t.co/46VhA7RV vía @youtube","0","0","0","1342294238000","14 Jul 2012","Coatlicue_aj/status/224224405696421889","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","Megamarcha | Yosoy132"
"@LuisFerdelCas","Luis F. del Castillo","@MONSA68 ¿quien va a ponerles un alto? organizaciones pro @LopezObrador_ y #yosoy132 definen acciones para evitar q @EPN sea Presidente","1","0","0","1342300796000","14 Jul 2012","LuisFerdelCas/status/224251910545350656","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","yosoy132"
"@Pecora_","Abort Einstein","Y los grandes ausentes en la #MegaMarcha son los verdaderos #yosoy132","0","0","0","1342306560000","14 Jul 2012","Pecora_/status/224276087402807296","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","MegaMarcha | yosoy132"
"@ARMANDO__ZAMORA","ARMANDO ZAMORA ","@CNNMex: #YoSoy132 se reúne con más de 60 organizaciones en San Salvador Atenco http://t.co/ANPj6Gkc @PattyAguilarL @Vardamir_2211","0","0","0","1342304243000","14 Jul 2012","ARMANDO__ZAMORA/status/224266367740821504","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@juanmalox","☠ Manuel ☭★","EL #YoSoy132 TRABAJANDO http://t.co/igOuwoiR","0","1","0","1342309584000","14 Jul 2012","juanmalox/status/224288769610743808","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@rubenprado_29","Ruben prado","La Jornada en Internet: Se reúne #YoSoy132 en Atenco contra la imposición http://t.co/WncYcuWo via @sharethis","0","0","0","1342300262000","14 Jul 2012","rubenprado_29/status/224249669428064256","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@santonymous","Santonymous","Se reorganiza #YoSoy132 en asamblea en Atenco http://t.co/sJNKspmG","0","1","0","1342299815000","14 Jul 2012","santonymous/status/224247795870208000","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@jcabenitez","juan carlos","@RadioIndigena Documental sobre lo ocurrido en #Atenco http://t.co/mJnR6zBQ … RT Hay que difundir #YoSoy132” @teleSURtv @Notipoemas","0","1","0","1342301439000","14 Jul 2012","jcabenitez/status/224254609328312320","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","Atenco | YoSoy132"
"@Alberto_Herrera","Alberto Herrera","He escuchado tanto el ""deberían de..."" sobre mov. sociales, en part. sobre #YoSoy132 q solo puedo decir: déjenlos encontrar su camino.","1","2","1","1342301126000","14 Jul 2012","Alberto_Herrera/status/224253293424148482","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@ChristianPina_","Christian Piña","Inició la Convención Nacional Contra la Imposición en Atenco más de 150 ONGs y colectivos. Como FPDT, SME, CNTE, #YoSoy132 entre otros.","0","9","1","1342294360000","14 Jul 2012","ChristianPina_/status/224224914851381248","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@angelzohar","Angel Zohar Ramírez","Se escuchan consignas ""si el pueblo se organiza no gana televisa"" marcha anti Peña Qro #Yosoy132","0","0","0","1342299295000","14 Jul 2012","angelzohar/status/224245615553544193","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","Yosoy132"
"@moises_peam17","Moisés_Peam","#Megamarcha Mundial (22 ciudades) TIENES QUE VERLO!! #Yosoy132 @pacocjc: http://t.co/a7EDgB8L vía @youtube","0","2","1","1342295088000","14 Jul 2012","moises_peam17/status/224227970024349697","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","Megamarcha | Yosoy132"
"@Ja_Canek","☭ Jacinto Canek ☭ ‏","Desde atenco #yosoy132","0","1","0","1342307002000","14 Jul 2012","Ja_Canek/status/224277938806341632","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","yosoy132"
"@ErnestoPecador","Dominic Di Coco","Hay que reirse de la vida y Stalkear a quien mas lo necesite..!! ""por una democracia autentica #YoSoy132""","0","0","0","1342305844000","14 Jul 2012","ErnestoPecador/status/224273083802988545","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@giseleando","9i§e£ænðø","En la Convención Nacional #YoSoy132 #Atenco http://t.co/eZL6OjUY","0","2","0","1342306614000","14 Jul 2012","giseleando/status/224276312066506754","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132 | Atenco"
"@OficiaLuisMayor","Luis Mayor","Twitteando ""En Vivo"" desde la Marcha AntiEPN llevándose a cabo desde Asta Bandera a lo largo del Bulevard, hasta llegar al Zócalo. #YoSoy132","0","0","0","1342308002000","14 Jul 2012","OficiaLuisMayor/status/224282133106147328","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@dontriana","Martin Triana","#Megamarcha Mundial (22 ciudades) TIENES QUE VERLO!! #Yosoy132 @pacocjc | Sendero De Fecal. http://t.co/XOtTugF6","0","5","0","1342297527000","14 Jul 2012","dontriana/status/224238200388988929","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","Megamarcha | Yosoy132"
"@huizache","huizache","el pais se levanta #YoSoy132 #Cheran","0","0","0","1342296450000","14 Jul 2012","huizache/status/224233683287150592","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132 | Cheran"
"@YoArkitektor","Danipower","@CharritodeTicul LUEGO #YoSoy132 se denigró al ser brazo de AMLO...","0","0","0","1342301469000","14 Jul 2012","YoArkitektor/status/224254732137533441","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@gibjazz","Jaz Gib","Hasta el momento no he hecho ni una compra en Soriana. #YoSoy132","0","0","0","1342308868000","14 Jul 2012","gibjazz/status/224285767831265280","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@jramiroMX","CHILANGO","Se reúne #YoSoy132 en Atenco contra la imposición http://t.co/MU0gIKBM Magna $10.36 #FuerzaChano #TeamQuieroDesmadreAhora Gracias Eiza","0","12","1","1342298447000","14 Jul 2012","jramiroMX/status/224242055914856448","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132 | FuerzaChano | TeamQuieroDesmadreAhora"
"@kikesma","Enrique Duarte","Se FUE un Chayotero de #Cadena3, llegara otro...*** #YoSoy132 #MegaMarchaAntiEPN #AMLO","1","4","0","1342294598000","14 Jul 2012","kikesma/status/224225914005884928","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","Cadena3 | YoSoy132 | MegaMarchaAntiEPN | AMLO"
"@lanetadeldia","lanetadeldia","A ver cuates del #yosoy132 en #Morelos hay un corresponsal de #milenio @ReporteroMonroy. Q nada tiene q ver en sus broncas con #marinyciro","1","0","0","1342305611000","14 Jul 2012","lanetadeldia/status/224272107092197376","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","yosoy132 | Morelos | milenio | marinyciro"
"@jcabenitez","juan carlos","@HerziliaKatito Documental sobre lo ocurrido en #Atenco http://t.co/mJnR6zBQ … RT Hay que difundir #YoSoy132” @teleSURtv @Notipoemas","0","0","0","1342301650000","14 Jul 2012","jcabenitez/status/224255492271243266","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","Atenco | YoSoy132"
"@Noti_Merida","Noticias Mérida","#Merida Anuncia #YoSoy132 otra marcha para el 22 de julio: MÉXICO, D.F.- Los universitarios partirán de Los Pinos al... http://t.co/CIyqQtMk","0","0","0","1342294354000","14 Jul 2012","Noti_Merida/status/224224891103223808","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","Merida | YoSoy132"
"@EfRaGallegos","ÊƒЯa Galləg0s ツ","Marcha de #yosoy132 avanza sobre el Bulevar Ávila Camacho hacia el Zócalo http://t.co/BNgGi8ZK #Veracruz","0","0","0","1342309191000","14 Jul 2012","EfRaGallegos/status/224287121190563840","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","yosoy132 | Veracruz"
"@nosotros132","ciento treinta y dos","#YoSoy132 #primaveramexicana #revolucion132 #AFPN #antiEPN quienes controlan méxico http://t.co/eXPPTB3V","0","0","0","1342295530000","14 Jul 2012","nosotros132/status/224229825051770880","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132 | primaveramexicana | revolucion132 | AFPN | antiEPN"
"@NYVota","NYVota","México: más de 800 personas en la ""Convención Nacional contra la Imposición"": Integrantes del grupo #YoSoy132 y ... http://t.co/xc2SiQXg","0","0","0","1342293842000","14 Jul 2012","NYVota/status/224222743053340673","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@Anonymous10712","Anonymous","Anonymous10712: ¡Denúncien! ¡Tomen fotos! #FueraEPN #OpEPN #OpPRI #FraudeElectoral2012 #NoalPRI #YoSoy132","0","0","0","1342297391000","14 Jul 2012","Anonymous10712/status/224237629913300992","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","FueraEPN | OpEPN | OpPRI | FraudeElectoral2012 | NoalPRI | YoSoy132"
"@ExpPolitica","Expansión Política","¿Cuál es el futuro del movimiento #YoSoy132? http://t.co/yJy0puQ0","2","4","3","1342296081000","14 Jul 2012","ExpPolitica/status/224232135794495488","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@Juan_Charrascas","Juan","Los #atenco s de ayer, son los #yosoy132 de hoy....... la diferencia? Son sus perjumenes mujer.... @artcuevas","0","0","0","1342297461000","14 Jul 2012","Juan_Charrascas/status/224237922457624578","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","atenco | yosoy132"
"@TrentCioran","TrentCioran","@emeequis El @Dipuhooligan amenaza a los del #YoSoy132: “Si quieren madriza, madriza van a tener” http://t.co/N6vgzwdN // este pendejo q?","0","0","0","1342296078000","14 Jul 2012","TrentCioran/status/224232120942469121","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@raulcronos","Raúl A. López Mtz","@AristeguiOnline #YoSoy132 Cuernavaca protestan en contra de la imposición de Enrique Peña Nieto http://t.co/02rekbh6 @aristeguicnn","0","0","0","1342306861000","14 Jul 2012","raulcronos/status/224277350773297153","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@manolo_herrera","Mr. White","De Animal Politico Se reorganiza #YoSoy132 en Atenco: Marcha del movimiento #YoSoy132. Foto: Cuartoscuro El movi... http://t.co/Jgs6FZkn","0","0","0","1342300119000","14 Jul 2012","manolo_herrera/status/224249070800207873","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132 | YoSoy132"
"@kattyboom_df","Esperancita ChiquiTere","hoy la marcha no fue tan grande como la de la semana pasada, el problema es que la gente va perdiendo el interes..triste! #yosoy132","2","0","0","1342302486000","14 Jul 2012","kattyboom_df/status/224258999976067072","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","yosoy132"
"@iraisirais","irais","Mexicanos en Australia unidos #yosoy132","1","2","0","1342308054000","14 Jul 2012","iraisirais/status/224282354296958977","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","yosoy132"
"@NoticiasEPN","EPN Noticias","Destaca #YoSoy132 a activistas de Atenco - Terra México http://t.co/QZkKtkaE #EPN","0","0","0","1342296788000","14 Jul 2012","NoticiasEPN/status/224235099829436416","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132 | EPN"
"@Jcmelendezl","JCML","BLOG: #YoSoy132 se reúne con más de 60 organizaciones en San Salvador Atenco http://t.co/tEH0fDYX","0","0","0","1342308656000","14 Jul 2012","Jcmelendezl/status/224284878517186560","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@fab_stroke","Fab_Ilhuicamina.wav","#YoSoy132 en Morelia Michoacan http://t.co/0sWKwV2W","0","0","0","1342302582000","14 Jul 2012","fab_stroke/status/224259401077370881","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@Ayotuxco_huixqu","santa cruz ayotuxco","Inicia en Atenco reunión nacional de #YoSoy132 contra la imposición... http://t.co/F4gsYSRx","0","0","0","1342296165000","14 Jul 2012","Ayotuxco_huixqu/status/224232487419777024","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@apdnoticias","APD Noticias","Convocan también los #yosoy132 a apagar la televisión para no ver los medios masivos. ""Ya no confiamos en ellos"" #cuernavaca","0","2","0","1342300840000","14 Jul 2012","apdnoticias/status/224252093635100673","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","yosoy132 | cuernavaca"
"@josevasquez153","Pepe","La Jornada: Empresas encuestan a los integrantes de #YoSoy132 para definir liderazgos http://t.co/vC8TX7Ya vía @sharethis","0","1","0","1342294140000","14 Jul 2012","josevasquez153/status/224223991068508160","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@Generaccion_Z","Gener@ccion Z","Se reúne #YoSoy132 en Atenco contra la imposición http://t.co/axRUuanc vía @sharethis","0","5","0","1342302531000","14 Jul 2012","Generaccion_Z/status/224259186924601345","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@RogelioVizcaino","Rogelio Vizcaino A.","VIDEO: La más completa ediciòn de imagenes de la #Megamarcha Mundial de #Yosoy132 (22 ciudades) 7 julio. http://t.co/vEZ07q8B vía @youtube","0","0","0","1342297999000","14 Jul 2012","RogelioVizcaino/status/224240179890753536","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","Megamarcha | Yosoy132"
"@ferchitof","Fernando Flores","#YoSoy132 #PRD @anonopshispano @PRDmexico ""Por la #Ignorancia se desciende a la servidumbre, x la educación se asciende a la libertad"" @kpow","0","0","0","1342300860000","14 Jul 2012","ferchitof/status/224252177034649601","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132 | PRD | Ignorancia"
"@SoyFernandoA","Fernando Mendoza","@azulairam2010 yo opino que hay que darle unfollow a @webcamsdemexico #YoSoy132","1","0","0","1342310118000","14 Jul 2012","SoyFernandoA/status/224291009876598784","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@politicosmex","Política Mexicana","Según La Jornada, “centenares de personas” arrancan la marchan contra Peña Nieto http://t.co/CGKvOTuv #Megamarcha #YoSoy132","1","13","2","1342305229000","14 Jul 2012","politicosmex/status/224270505337831424","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","Megamarcha | YoSoy132"
"@echeverria_MX","Daniel Echeverría - Alemán 🇲🇽","¿Cuál es el futuro del movimiento #YoSoy132? http://t.co/ttLPErPs // interesante.","0","0","0","1342297951000","14 Jul 2012","echeverria_MX/status/224239979595968512","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@sebastianliera","Sebastián Liera","#YoSoy132 se declara heredero de los movimientos sociales en México desde la Revolución Mexicana http://t.co/Pr7koFlD","0","0","0","1342302437000","14 Jul 2012","sebastianliera/status/224258794144804865","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@loboregio","Antonio Villalobos","Deben tipificar como Cyber-Bullyng tanto chingue y chingue de los #Yosoy132 y #Anonymous, no marcho ni protesto a webo. Yo si Creo en México","0","0","0","1342305910000","14 Jul 2012","loboregio/status/224273358303412225","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","Yosoy132 | Anonymous"
"@ednar33","Ednar33  ⭕","RT @ntzc: #VERACRUZ: ¡Fuera Peña! ¡Fuera Peña! http://t.co/p5vJauYv vía @angelramoz #MegaMarcha #YoSoy132 #Verfollow #MtyFollow","0","2","0","1342303556000","14 Jul 2012","ednar33/status/224263484953731074","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","VERACRUZ | MegaMarcha | YoSoy132 | Verfollow | MtyFollow"
"@HiramDR","Hiram Rangel","No soporto la marcha #YoSoy132 afuera de mi casa ✗","0","0","0","1342302429000","14 Jul 2012","HiramDR/status/224258759420162048","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@charlie_eventos","Charlie","México: más de 800 personas en la ""Convención Nacional contra la Imposición"": Integrantes del grupo #YoSoy132 y ... http://t.co/7iwqEFkB","0","0","0","1342293168000","14 Jul 2012","charlie_eventos/status/224219916411224065","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@SomosLJA","𝘓𝘑𝘈.𝘔𝘟 💚💜💓","Apoya #YoSoy132 a las movilizaciones de la sociedad pacíficas http://t.co/jLJveWsT","0","0","0","1342298411000","14 Jul 2012","SomosLJA/status/224241906153046016","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@SoyTonyEspinosa","Soy Tony Espinosa","Debate #YoSoy132 en Atenco acciones contra asenso de EPN. Con Manuel Feregrino http://t.co/1eUbATWf","0","0","0","1342296129000","14 Jul 2012","SoyTonyEspinosa/status/224232337519550464","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@ExpansionMx","Expansión","BLOG: #YoSoy132 se reúne con más de 60 organizaciones en San Salvador Atenco http://t.co/hlv1VvBM","2","40","4","1342302840000","14 Jul 2012","ExpansionMx/status/224260482121474049","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@jcabenitez","juan carlos","@paopams Documental sobre lo ocurrido en #Atenco http://t.co/mJnR6zBQ … RT Hay que difundir #YoSoy132” @teleSURtv @Notipoemas","0","0","0","1342303326000","14 Jul 2012","jcabenitez/status/224262523275329536","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","Atenco | YoSoy132"
"@juareztjl","Jorge Luis ❤️ ❤️❤️","La Jornada en Internet: Se reúne #YoSoy132 en Atenco contra la imposición http://t.co/mUfWknht vía @sharethis","0","0","0","1342299005000","14 Jul 2012","juareztjl/status/224244396667834368","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@PeriodicoMadera","Periódico Madera","Al #YoSoy132 y A LA CONVENCION NACIONAL 14 DE JULIO 2012 DECLARACIÓN DEL FRENTE DE IZQUIERDA SOCIALISTA (FIS)... http://t.co/XofY9Evl","0","0","0","1342298725000","14 Jul 2012","PeriodicoMadera/status/224243223126736897","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
"@Romerinc","Omhar Romer","Destaca #YoSoy132 a activistas de Atenco http://t.co/C2K0Z95Z","0","0","0","1342295428000","14 Jul 2012","Romerinc/status/224229394581954560","https://twitter.com/search?lang=es&q=%23Yosoy132%20%20(%23yosoy132)%20lang%3Aes%20until%3A2012-07-15%20since%3A2012-05-15&src=typed_query","YoSoy132"
